№ рішення,Форма судового рішення,Дата ухвалення рішення,Дата набрання законної сили,Форма судочинства,№ судової справи,Назва суду,Суддя
1071987,Ухвала,15.10.2007,,Господарське,а11/357-07,Господарський суд Київської області,Мальована Л.Я.
1071993,Ухвала,15.10.2007,,Господарське,а18/513-07,Господарський суд Київської області,Кошик А.Ю.
1100384,Рішення,15.10.2007,,Господарське,407/19-06,Господарський суд Київської області,Карпечкін Т.П.
1089173,Ухвала,15.10.2007,,Господарське,02-03/2922/14,Господарський суд Київської області,Короткевич О.Є.
1089269,Ухвала,15.10.2007,,Господарське,а5/377-07,Господарський суд Київської області,Подоляк Ю.В.
1089323,Ухвала,15.10.2007,,Господарське,02-03/2959/5,Господарський суд Київської області,Подоляк Ю.В.
1094549,Ухвала,15.10.2007,,Господарське,а5/375-07,Господарський суд Київської області,Подоляк Ю.В.
1094550,Ухвала,15.10.2007,,Господарське,а7/028-07,Господарський суд Київської області,Антонова В.М.
1094560,Ухвала,15.10.2007,,Господарське,14/475-07,Господарський суд Київської області,Короткевич О.Є.
1094561,Ухвала,15.10.2007,,Господарське,а7/008-07,Господарський суд Київської області,Антонова В.М.
1094565,Ухвала,15.10.2007,,Господарське,а7/012-07,Господарський суд Київської області,Антонова В.М.
1094576,Ухвала,15.10.2007,,Господарське,а7/033-07,Господарський суд Київської області,Антонова В.М.
1094577,Ухвала,15.10.2007,,Господарське,а7/034-07,Господарський суд Київської області,Антонова В.М.
1094581,Ухвала,15.10.2007,,Господарське,а7/025-07,Господарський суд Київської області,Антонова В.М.
1094589,Ухвала,15.10.2007,,Господарське,а7/002-07,Господарський суд Київської області,Антонова В.М.
1094595,Ухвала,15.10.2007,,Господарське,а14/451-07,Господарський суд Київської області,Короткевич О.Є.
1094601,Ухвала,15.10.2007,,Господарське,а14/457-07,Господарський суд Київської області,Короткевич О.Є.
1142394,Постанова,15.10.2007,,Господарське,а17/289-07,Господарський суд Київської області,Суховий В.Г.
1323261,Ухвала,15.10.2007,,Господарське,а10/623-07,Господарський суд Київської області,Тищенко О.В.
1377217,Постанова,15.10.2007,,Господарське,а10/563-07,Господарський суд Київської області,Тищенко О.В.
1377218,Постанова,15.10.2007,,Господарське,а10/560-07,Господарський суд Київської області,Тищенко О.В.
1089743,Ухвала,15.10.2007,,Господарське,14/471-07,Господарський суд Київської області,Короткевич О.Є.
1088988,Ухвала,15.10.2007,,Господарське,02-03/,Господарський суд Київської області,Подоляк Ю.В.
1088820,Ухвала,15.10.2007,,Господарське,02-03/,Господарський суд Київської області,Подоляк Ю.В.
1088949,Ухвала,15.10.2007,,Господарське,02-03/,Господарський суд Київської області,Подоляк Ю.В.
1055099,Ухвала,15.10.2007,,Господарське,02-03/,Господарський суд Київської області,Мальована Л.Я.
1050535,Ухвала,15.10.2007,,Господарське,19/470-07,Господарський суд Київської області,Карпечкін Т.П.
1039764,Ухвала,15.10.2007,,Господарське,19/465-07,Господарський суд Київської області,Карпечкін Т.П.
1039765,Ухвала,15.10.2007,,Господарське,19/466-07,Господарський суд Київської області,Карпечкін Т.П.
1039757,Ухвала,15.10.2007,,Господарське,а19/455-07,Господарський суд Київської області,Карпечкін Т.П.
1050528,Ухвала,15.10.2007,,Господарське,а19/461-07,Господарський суд Київської області,Карпечкін Т.П.
1039775,Ухвала,15.10.2007,,Господарське,а15/394-07,Господарський суд Київської області,Рябцева О.О.
1039777,Ухвала,15.10.2007,,Господарське,а15/392-07,Господарський суд Київської області,Рябцева О.О.
1039656,Ухвала,15.10.2007,,Господарське,02-03/,Господарський суд Київської області,Рябцева О.О.
1039766,Ухвала,15.10.2007,,Господарське,15/404-07,Господарський суд Київської області,Рябцева О.О.
1068214,Ухвала,15.10.2007,,Господарське,9/306-07,Господарський суд Київської області,Євграфова Є.П.
1068385,Ухвала,15.10.2007,,Господарське,02-03/,Господарський суд Київської області,Рябцева О.О.
4010962,Ухвала,15.10.2007,,Цивільне,6\2-2576,Вишгородський районний суд Київської області,Войнаренко Л.Ф.
1533401,Вирок,15.10.2007,,Кримінальне,1-90/2007,Ставищенський районний суд Київської області,
3604229,Ухвала,15.10.2007,,Цивільне,2-399/07,Березанський міський суд Київської області,Голік Г.К.
3968280,Рішення,15.10.2007,,Цивільне,2-5262007,Миронівський районний суд Київської області,Биба Ю.В.
3929435,Постанова,15.10.2007,,Кримінальне,1-209/2007,Обухівський районний суд Київської області,
3845785,Постанова,15.10.2007,,Адміністративне,2-а-56/2007,Березанський міський суд Київської області,Лялик Р.М.
3845784,Постанова,15.10.2007,,Адміністративне,2-а-58/2007,Березанський міський суд Київської області,Лялик Р.М.
3760959,Рішення,15.10.2007,,Цивільне,2-732/2007,Сквирський районний суд Київської області,Віговський С.І.
2154828,Ухвала,15.10.2007,,Цивільне,22ц-3515/2007,Апеляційний суд Київської області,Поліщук М.А.
2165295,Рішення,15.10.2007,,Цивільне,22ц-2317/2007,Апеляційний суд Київської області,Червінко К.С.
3948060,Рішення,15.10.2007,,Цивільне,2-1006/2007,Обухівський районний суд Київської області,Малород О.І.
3900031,Рішення,15.10.2007,,Цивільне,2-445/2007,Яготинський районний суд Київської області,Бугіль В.В.
3967800,Судовий наказ,15.10.2007,,Цивільне,2-н-263/07,Бориспільський міськрайонний суд Київської області,Саган В.М.
4631739,Постанова,15.10.2007,,Адміністративне,2а-750/2007,Бориспільський міськрайонний суд Київської області,Муранова І.В.
3761033,Рішення,15.10.2007,,Цивільне,2-747/2007,Сквирський районний суд Київської області,Віговський С.І.
3985237,Рішення,15.10.2007,,Цивільне,2-518/2007,Таращанський районний суд Київської області,Бойко М.Г.
4008256,Рішення,15.10.2007,,Цивільне,2-1738/2007,Ірпінський міський суд Київської області,Савченко С.І.
3985236,Рішення,15.10.2007,,Цивільне,2-513/2007,Таращанський районний суд Київської області,Василенко О.М.
4010961,Рішення,15.10.2007,,Цивільне,6\2-2309\07,Вишгородський районний суд Київської області,Войнаренко Л.Ф.
3750698,Рішення,15.10.2007,,Цивільне,2-897/2007,Києво-Святошинський районний суд Київської області,Дубас Т.В.
2160618,Ухвала,15.10.2007,,Цивільне,22ц-3255/2007,Апеляційний суд Київської області,Даценко Л.М.
5130123,Рішення,15.10.2007,,Цивільне,2-2035/07,Фастівський міськрайонний суд Київської області,Буймова Л.П.
5149638,Рішення,15.10.2007,,Цивільне,2-1756/07,Фастівський міськрайонний суд Київської області,Буймова Л.П.
5149685,Рішення,15.10.2007,,Цивільне,2-1855/07,Фастівський міськрайонний суд Київської області,Бартко В.М.
4497439,Постанова,15.10.2007,,Адміністративне,2а-640/2007,Баришівський районний суд Київської області,Лисюк О.Д.
4497434,Постанова,15.10.2007,,Адміністративне,2а958/2007,Баришівський районний суд Київської області,Лисюк О.Д.
4497433,Постанова,15.10.2007,,Адміністративне,2а1296/2007,Баришівський районний суд Київської області,Лисюк О.Д.
4497428,Постанова,15.10.2007,,Адміністративне,2а-8412007,Баришівський районний суд Київської області,Лисюк О.Д.
4497442,Постанова,15.10.2007,,Адміністративне,2а-424/2007,Баришівський районний суд Київської області,Лисюк О.Д.
3888856,Рішення,15.10.2007,,Цивільне,2-0-47/2007,Володарський районний суд Київської області,Ярмоленко Г.Л.
3869474,Постанова,15.10.2007,,Адміністративне,2-а-213/2007,Яготинський районний суд Київської області,Бугіль В.В.
3930760,Постанова,15.10.2007,,Адміністративне,7/2«а»-277,Вишгородський районний суд Київської області,Чірков Г.Є.
3929432,Постанова,15.10.2007,,Кримінальне,5-147/07,Обухівський районний суд Київської області,
3845594,Рішення,15.10.2007,,Цивільне,2-1121за2007,Макарівський районний суд Київської області,Дзюба Н.М.
3930758,Постанова,15.10.2007,,Адміністративне,7/а-280,Вишгородський районний суд Київської області,Чірков Г.Є.
4279081,Рішення,15.10.2007,,Цивільне,2-682,Баришівський районний суд Київської області,Литвиненко О.Л.
4497419,Постанова,15.10.2007,,Адміністративне,2а436/2007,Баришівський районний суд Київської області,Лисюк О.Д.
1160552,Ухвала,15.10.2007,,Господарське,а6/501-07,Господарський суд Київської області,Маляренко А.В.
1172457,Ухвала,15.10.2007,,Господарське,а6/506-07,Господарський суд Київської області,Маляренко А.В.
1050534,Ухвала,15.10.2007,,Господарське,19/468-07,Господарський суд Київської області,Карпечкін Т.П.
4497430,Постанова,15.10.2007,,Адміністративне,2а-6632007,Баришівський районний суд Київської області,Лисюк О.Д.
3845637,Рішення,15.10.2007,,Цивільне,2-1108за2007,Макарівський районний суд Київської області,Дзюба Н.М.
2822946,Ухвала,15.10.2007,,Адміністративне,2-а-48/07,Богуславський районний суд Київської області,Тітов М.Б.
1088545,Ухвала,15.10.2007,,Господарське,5/382-07,Господарський суд Київської області,Подоляк Ю.В.
1160554,Ухвала,15.10.2007,,Господарське,а6/503-07,Господарський суд Київської області,Маляренко А.В.
1055117,Ухвала,15.10.2007,,Господарське,02-03/,Господарський суд Київської області,Мальована Л.Я.
3985229,Рішення,15.10.2007,,Цивільне,2-469/2007,Таращанський районний суд Київської області,Василенко О.М.
1088543,Ухвала,15.10.2007,,Господарське,5/384-07,Господарський суд Київської області,Подоляк Ю.В.
4497443,Постанова,15.10.2007,,Адміністративне,2а-648/2007,Баришівський районний суд Київської області,Лисюк О.Д.
4497435,Постанова,15.10.2007,,Адміністративне,2-а837/2007,Баришівський районний суд Київської області,Лисюк О.Д.
2777944,Ухвала,15.10.2007,,Цивільне,22ц-3080/07,Апеляційний суд Київської області,Червінко К.С.
1050529,Ухвала,15.10.2007,,Господарське,19/467-07,Господарський суд Київської області,Карпечкін Т.П.
1039773,Ухвала,15.10.2007,,Господарське,а15/396-07,Господарський суд Київської області,Рябцева О.О.
4497437,Постанова,15.10.2007,,Адміністративне,2а458/2007,Баришівський районний суд Київської області,Лисюк О.Д.
4497429,Постанова,15.10.2007,,Адміністративне,2а-10982007,Баришівський районний суд Київської області,Лисюк О.Д.
1089164,Ухвала,15.10.2007,,Господарське,02-03/,Господарський суд Київської області,Подоляк Ю.В.
4009531,Рішення,15.10.2007,,Цивільне,2-2562/07,Ірпінський міський суд Київської області,Саранюк Л.Л.
1039752,Ухвала,15.10.2007,,Господарське,а19/450-07,Господарський суд Київської області,Карпечкін Т.П.
2166139,Постанова,15.10.2007,,Кримінальне,11-1061/2007,Апеляційний суд Київської області,
1094535,Ухвала,15.10.2007,,Господарське,5/385-07,Господарський суд Київської області,Подоляк Ю.В.
3950377,Ухвала,15.10.2007,,Цивільне,2-о-26/07,Згурівський районний суд Київської області,Денисенко Н.О.
4008372,Рішення,15.10.2007,,Цивільне,2-2698/2007,Бориспільський міськрайонний суд Київської області,Муранова І.В.
1039770,Ухвала,15.10.2007,,Господарське,15/399-07,Господарський суд Київської області,Рябцева О.О.
1089531,Ухвала,15.10.2007,,Господарське,02-03/,Господарський суд Київської області,Мальована Л.Я.
1244969,Ухвала,15.10.2007,,Господарське,а6/513-07,Господарський суд Київської області,Маляренко А.В.
4483088,Постанова,15.10.2007,,Адміністративне,2-а437/2007,Баришівський районний суд Київської області,Лисюк О.Д.
3755465,Рішення,15.10.2007,,Цивільне,2-3571/07,Києво-Святошинський районний суд Київської області,Дубас Т.В.
1039754,Ухвала,15.10.2007,,Господарське,а19/452-07,Господарський суд Київської області,Карпечкін Т.П.
1189304,Ухвала,15.10.2007,,Господарське,02-03/,Господарський суд Київської області,Рябцева О.О.
1039771,Ухвала,15.10.2007,,Господарське,а15/398-07,Господарський суд Київської області,Рябцева О.О.
3900494,Постанова,15.10.2007,,Кримінальне,1-122/07,Богуславський районний суд Київської області,
1094542,Ухвала,15.10.2007,,Господарське,02-03/,Господарський суд Київської області,Подоляк Ю.В.
3930756,Постанова,15.10.2007,,Адміністративне,7/2«а»-275,Вишгородський районний суд Київської області,Чірков Г.Є.
4008255,Ухвала,15.10.2007,,Цивільне,2-2528/2007,Ірпінський міський суд Київської області,Савченко С.І.
3755605,Рішення,15.10.2007,,Цивільне,2-о-182/07,Ірпінський міський суд Київської області,Саранюк Л.Л.
1244993,Ухвала,15.10.2007,,Господарське,10/647-07,Господарський суд Київської області,Тищенко О.В.
1039758,Ухвала,15.10.2007,,Господарське,а19/456-07,Господарський суд Київської області,Карпечкін Т.П.
3845639,Рішення,15.10.2007,,Цивільне,2-1410за2007,Макарівський районний суд Київської області,Дзюба Н.М.
1039768,Ухвала,15.10.2007,,Господарське,15/403-07,Господарський суд Київської області,Рябцева О.О.
3930754,Постанова,15.10.2007,,Адміністративне,7/а-274,Вишгородський районний суд Київської області,Чірков Г.Є.
3948061,Постанова,15.10.2007,,Кримінальне,5-144/07,Обухівський районний суд Київської області,
3845760,Постанова,15.10.2007,,Адміністративне,2-а-57/2007,Березанський міський суд Київської області,Лялик Р.М.
4497422,Постанова,15.10.2007,,Адміністративне,2а-625/2007,Баришівський районний суд Київської області,Лисюк О.Д.
4009987,Рішення,15.10.2007,,Цивільне,2-2180/07,Ірпінський міський суд Київської області,Линник В.Я.
1050533,Ухвала,15.10.2007,,Господарське,15/400-07,Господарський суд Київської області,Рябцева О.О.
4073356,Рішення,15.10.2007,,Цивільне,2-1748/2007,Фастівський міськрайонний суд Київської області,Івасишин В.П.
4497420,Постанова,15.10.2007,,Адміністративне,2-а839/2007,Баришівський районний суд Київської області,Лисюк О.Д.
1039759,Ухвала,15.10.2007,,Господарське,а19/457-07,Господарський суд Київської області,Карпечкін Т.П.
4497445,Постанова,15.10.2007,,Адміністративне,2-а637/2007,Баришівський районний суд Київської області,Лисюк О.Д.
1071958,Ухвала,15.10.2007,,Господарське,9/349-07,Господарський суд Київської області,Євграфова Є.П.
4064335,Ухвала,15.10.2007,,Цивільне,2-1943/2007,Фастівський міськрайонний суд Київської області,Бартко В.М.
4497431,Постанова,15.10.2007,,Адміністративне,2а-6652007,Баришівський районний суд Київської області,Лисюк О.Д.
1068294,Ухвала,15.10.2007,,Господарське,9/319-07,Господарський суд Київської області,Євграфова Є.П.
4497421,Постанова,15.10.2007,,Адміністративне,2а-636/2007,Баришівський районний суд Київської області,Лисюк О.Д.
1089654,Ухвала,15.10.2007,,Господарське,б14/470-07,Господарський суд Київської області,Короткевич О.Є.
1088546,Ухвала,15.10.2007,,Господарське,5/381-07,Господарський суд Київської області,Подоляк Ю.В.
1039760,Ухвала,15.10.2007,,Господарське,а19/458-07,Господарський суд Київської області,Карпечкін Т.П.
1221900,Ухвала,15.10.2007,,Цивільне,22ц-3014/2007,Апеляційний суд Київської області,Яворський М.А.
3869475,Постанова,15.10.2007,,Адміністративне,2-а-212/2007,Яготинський районний суд Київської області,Бугіль В.В.
4497444,Постанова,15.10.2007,,Адміністративне,2а-420/2007,Баришівський районний суд Київської області,Лисюк О.Д.
4497432,Постанова,15.10.2007,,Адміністративне,2а-838/2007,Баришівський районний суд Київської області,Лисюк О.Д.
4011014,Рішення,15.10.2007,,Цивільне,2-2840/2007,Бориспільський міськрайонний суд Київської області,Левченко А.В.
2713569,Ухвала,15.10.2007,,Цивільне,22ц-3009/07,Апеляційний суд Київської області,Корзаченко І.Ф.
4008257,Рішення,15.10.2007,,Цивільне,2-1660/07,Ірпінський міський суд Київської області,Линник В.Я.
3900493,Постанова,15.10.2007,,Кримінальне,5-111/07,Богуславський районний суд Київської області,
3869473,Постанова,15.10.2007,,Адміністративне,2-а-211/2007,Яготинський районний суд Київської області,Бугіль В.В.
1068366,Ухвала,15.10.2007,,Господарське,9/348-07,Господарський суд Київської області,Євграфова Є.П.
3755461,Постанова,15.10.2007,,Адміністративне,2-а-365/2007,Києво-Святошинський районний суд Київської області,Дубас Т.В.
2165259,Ухвала,15.10.2007,,Цивільне,22ц-3000/2007,Апеляційний суд Київської області,Червінко К.С.
2165296,Ухвала,15.10.2007,,Цивільне,22ц-2995/2007,Апеляційний суд Київської області,Червінко К.С.
3788278,Рішення,15.10.2007,,Цивільне,2-801/2007,Баришівський районний суд Київської області,Литвиненко О.Л.
3845741,Постанова,15.10.2007,,Адміністративне,2-а-53/2007,Березанський міський суд Київської області,Лялик Р.М.
5908030,Рішення,15.10.2007,,Цивільне,2-1852/07,Фастівський міськрайонний суд Київської області,Бартко В.М.
1050471,Ухвала,15.10.2007,,Господарське,а10/556-07,Господарський суд Київської області,Тищенко О.В.
2822945,Ухвала,15.10.2007,,Адміністративне,2-а-50/07,Богуславський районний суд Київської області,Тітов М.Б.
1039753,Ухвала,15.10.2007,,Господарське,а19/451-07,Господарський суд Київської області,Карпечкін Т.П.
1039755,Ухвала,15.10.2007,,Господарське,а19/453-07,Господарський суд Київської області,Карпечкін Т.П.
1221888,Ухвала,15.10.2007,,Цивільне,22ц-3036/2007,Апеляційний суд Київської області,Яворський М.А.
3930753,Рішення,15.10.2007,,Цивільне,7/2-2807,Вишгородський районний суд Київської області,Чірков Г.Є.
1039778,Ухвала,15.10.2007,,Господарське,а15/391-07,Господарський суд Київської області,Рябцева О.О.
1039769,Ухвала,15.10.2007,,Господарське,15/406-07,Господарський суд Київської області,Рябцева О.О.
4497426,Постанова,15.10.2007,,Адміністративне,2а-844/2007,Баришівський районний суд Київської області,Лисюк О.Д.
2165283,Ухвала,15.10.2007,,Цивільне,22ц-2972/2007,Апеляційний суд Київської області,Корзаченко І.Ф.
1068334,Ухвала,15.10.2007,,Господарське,5/364-07,Господарський суд Київської області,Подоляк Ю.В.
3883807,Ухвала,15.10.2007,,Цивільне,2-370/2007,Володарський районний суд Київської області,Юзвик М.М.
2165278,Ухвала,15.10.2007,,Цивільне,22ц-2975/2007,Апеляційний суд Київської області,Яворський М.А.
3604232,Рішення,15.10.2007,,Цивільне,2-320/07,Березанський міський суд Київської області,Лялик Р.М.
3755464,Рішення,15.10.2007,,Цивільне,2-2782/07,Києво-Святошинський районний суд Київської області,Дубас Т.В.
1160555,Ухвала,15.10.2007,,Господарське,а6/502-07,Господарський суд Київської області,Маляренко А.В.
6235823,Вирок,15.10.2007,,Кримінальне,1-86/2007,Ставищенський районний суд Київської області,
6239230,Рішення,15.10.2007,,Цивільне,2039/07,Фастівський міськрайонний суд Київської області,Науменко М.А.
2166161,Ухвала,15.10.2007,,Цивільне,22ц-3207/2007,Апеляційний суд Київської області,Даценко Л.М.
3962636,Рішення,15.10.2007,,Цивільне,2-8062007,Баришівський районний суд Київської області,Лисюк О.Д.
4008259,Вирок,15.10.2007,,Кримінальне,1-92/2007,Ірпінський міський суд Київської області,
1189599,Ухвала,15.10.2007,,Господарське,а6/508-07,Господарський суд Київської області,Маляренко А.В.
4497417,Постанова,15.10.2007,,Адміністративне,2а-846/2007,Баришівський районний суд Київської області,Лисюк О.Д.
4497424,Постанова,15.10.2007,,Адміністративне,2а-654/2007,Баришівський районний суд Київської області,Лисюк О.Д.
3966661,Рішення,15.10.2007,,Цивільне,2-666/07,Кагарлицький районний суд Київської області,Костенко І.В.
1088819,Ухвала,15.10.2007,,Господарське,5/386-07,Господарський суд Київської області,Подоляк Ю.В.
3948063,Постанова,15.10.2007,,Кримінальне,5-139/07,Обухівський районний суд Київської області,
4497423,Постанова,15.10.2007,,Адміністративне,2-а836/2007,Баришівський районний суд Київської області,Лисюк О.Д.
1039763,Ухвала,15.10.2007,,Господарське,02-03/,Господарський суд Київської області,Мальована Л.Я.
1088544,Ухвала,15.10.2007,,Господарське,5/383-07,Господарський суд Київської області,Подоляк Ю.В.
3750697,Рішення,15.10.2007,,Цивільне,2-3466/2007,Києво-Святошинський районний суд Київської області,Дубас Т.В.
3930759,Постанова,15.10.2007,,Адміністративне,7/2«а»-276,Вишгородський районний суд Київської області,Чірков Г.Є.
3930755,Постанова,15.10.2007,,Адміністративне,7/2«а»-272,Вишгородський районний суд Київської області,Чірков Г.Є.
3845748,Постанова,15.10.2007,,Адміністративне,2-а-59/2007,Березанський міський суд Київської області,Лялик Р.М.
1068345,Ухвала,15.10.2007,,Господарське,5/363-07,Господарський суд Київської області,Подоляк Ю.В.
4497446,Постанова,15.10.2007,,Адміністративне,2а414/2007,Баришівський районний суд Київської області,Лисюк О.Д.
4705228,Рішення,15.10.2007,,Цивільне,2-2589/2007,Києво-Святошинський районний суд Київської області,Дубас Т.В.
3845786,Постанова,15.10.2007,,Адміністративне,2-а-55/2007,Березанський міський суд Київської області,Лялик Р.М.
1039756,Ухвала,15.10.2007,,Господарське,а19/454-07,Господарський суд Київської області,Карпечкін Т.П.
1039761,Ухвала,15.10.2007,,Господарське,а19/459-07,Господарський суд Київської області,Карпечкін Т.П.
1068377,Ухвала,15.10.2007,,Господарське,02-03/,Господарський суд Київської області,Рябцева О.О.
2166145,Ухвала,15.10.2007,,Цивільне,22ц-2606/2007,Апеляційний суд Київської області,Даценко Л.М.
4497441,Постанова,15.10.2007,,Адміністративне,2а-6472007,Баришівський районний суд Київської області,Лисюк О.Д.
4497425,Постанова,15.10.2007,,Адміністративне,2-а842/2007,Баришівський районний суд Київської області,Лисюк О.Д.
3755510,Рішення,15.10.2007,,Цивільне,2-711/2007,Баришівський районний суд Київської області,Литвиненко О.Л.
3845769,Постанова,15.10.2007,,Адміністративне,2-а-60/2007,Березанський міський суд Київської області,Лялик Р.М.
3932408,Рішення,15.10.2007,,Цивільне,2-2868/2007,Києво-Святошинський районний суд Київської області,Дубас Т.В.
4064300,Рішення,15.10.2007,,Цивільне,2-1985/07,Фастівський міськрайонний суд Київської області,Борисова Л.Б.
1252242,Ухвала,15.10.2007,,Господарське,а6/512-07,Господарський суд Київської області,Маляренко А.В.
1244968,Ухвала,15.10.2007,,Господарське,а6/504-07,Господарський суд Київської області,Маляренко А.В.
1039780,Ухвала,15.10.2007,,Господарське,а15/389-07,Господарський суд Київської області,Рябцева О.О.
1050527,Ухвала,15.10.2007,,Господарське,15/402-07,Господарський суд Київської області,Рябцева О.О.
3845603,Рішення,15.10.2007,,Цивільне,2-1542за2007,Макарівський районний суд Київської області,Дзюба Н.М.
4011012,Судовий наказ,15.10.2007,,Цивільне,2н-268/2007,Бориспільський міськрайонний суд Київської області,Левченко А.В.
1050532,Ухвала,15.10.2007,,Господарське,15/401-07,Господарський суд Київської області,Рябцева О.О.
2713615,Ухвала,15.10.2007,,Цивільне,22ц/07,Апеляційний суд Київської області,Корзаченко І.Ф.
2504167,Ухвала,15.10.2007,,Господарське,16/2868,Київський міжобласний апеляційний господарський суд,Гаврилюк О.М.
1172525,Ухвала,15.10.2007,,Господарське,6/514-07,Господарський суд Київської області,Маляренко А.В.
1039762,Ухвала,15.10.2007,,Господарське,а19/460-07,Господарський суд Київської області,Карпечкін Т.П.
1039772,Ухвала,15.10.2007,,Господарське,а15/397-07,Господарський суд Київської області,Рябцева О.О.
1039774,Ухвала,15.10.2007,,Господарське,а15/395-07,Господарський суд Київської області,Рябцева О.О.
1039779,Ухвала,15.10.2007,,Господарське,а15/390-07,Господарський суд Київської області,Рябцева О.О.
4497418,Постанова,15.10.2007,,Адміністративне,2а-849/2007,Баришівський районний суд Київської області,Лисюк О.Д.
1094543,Ухвала,15.10.2007,,Господарське,5/387-07,Господарський суд Київської області,Подоляк Ю.В.
1088989,Ухвала,15.10.2007,,Господарське,02-03/,Господарський суд Київської області,Подоляк Ю.В.
1094548,Ухвала,15.10.2007,,Господарське,02-03/,Господарський суд Київської області,Подоляк Ю.В.
1089322,Ухвала,15.10.2007,,Господарське,02-03/,Господарський суд Київської області,Подоляк Ю.В.
1089175,Ухвала,15.10.2007,,Господарське,02-03/,Господарський суд Київської області,Подоляк Ю.В.
1252251,Ухвала,15.10.2007,,Господарське,а6/509-07,Господарський суд Київської області,Маляренко А.В.
1106068,Рішення,15.10.2007,,Господарське,9/269-07,Господарський суд Київської області,Євграфова Є.П.
1106069,Ухвала,15.10.2007,,Господарське,9/269-07,Господарський суд Київської області,Євграфова Є.П.
4063872,Рішення,15.10.2007,,Цивільне,2-788/07,Богуславський районний суд Київської області,Тітов М.Б.
4008356,Рішення,15.10.2007,,Цивільне,2-2711/2007,Бориспільський міськрайонний суд Київської області,Муранова І.В.
4497447,Постанова,15.10.2007,,Адміністративне,2-а642/2007,Баришівський районний суд Київської області,Лисюк О.Д.
4497438,Постанова,15.10.2007,,Адміністративне,2-а438/2007,Баришівський районний суд Київської області,Лисюк О.Д.
4497436,Постанова,15.10.2007,,Адміністративне,2а415/2007,Баришівський районний суд Київської області,Лисюк О.Д.
4497427,Постанова,15.10.2007,,Адміністративне,2-а843/2007,Баришівський районний суд Київської області,Лисюк О.Д.
5870607,Постанова,15.10.2007,,Адміністративне,7/2а-271,Вишгородський районний суд Київської області,Чірков Г.Є.
1068350,Ухвала,15.10.2007,,Господарське,5/362-07,Господарський суд Київської області,Подоляк Ю.В.
1068349,Ухвала,15.10.2007,,Господарське,5/361-07,Господарський суд Київської області,Подоляк Ю.В.
1068389,Постанова,15.10.2007,,Господарське,а10/609-07,Господарський суд Київської області,Тищенко О.В.
1172458,Ухвала,15.10.2007,,Господарське,а6/500-07,Господарський суд Київської області,Маляренко А.В.
3845787,Постанова,15.10.2007,,Адміністративне,2-а-54/2007,Березанський міський суд Київської області,Лялик Р.М.
3930757,Постанова,15.10.2007,,Адміністративне,7/2«а»-271,Вишгородський районний суд Київської області,Чірков Г.Є.
2160721,Ухвала,15.10.2007,,Цивільне,22ц-2214/2007,Апеляційний суд Київської області,Коцюрба О.П.
1071960,Ухвала,15.10.2007,,Господарське,5/359-07,Господарський суд Київської області,Подоляк Ю.В.
1172455,Ухвала,15.10.2007,,Господарське,а6/511-07,Господарський суд Київської області,Маляренко А.В.
2713576,Рішення,15.10.2007,,Цивільне,22ц-2817/07,Апеляційний суд Київської області,Корзаченко І.Ф.
6094765,Рішення,15.10.2007,,Цивільне,2-1965/07,Фастівський міськрайонний суд Київської області,Буймова Л.П.
1089655,Ухвала,15.10.2007,,Господарське,б14/469-07,Господарський суд Київської області,Короткевич О.Є.
1039776,Ухвала,15.10.2007,,Господарське,а15/393-07,Господарський суд Київської області,Рябцева О.О.
1039767,Ухвала,15.10.2007,,Господарське,а15/387-07,Господарський суд Київської області,Рябцева О.О.
1244967,Ухвала,15.10.2007,,Господарське,а6/505-07,Господарський суд Київської області,Маляренко А.В.
1244919,Ухвала,15.10.2007,,Господарське,а10/627-07,Господарський суд Київської області,Тищенко О.В.
3962040,Рішення,15.10.2007,,Цивільне,2-8072007,Баришівський районний суд Київської області,Лисюк О.Д.
3948056,Ухвала,15.10.2007,,Цивільне,4-с-8/07,Обухівський районний суд Київської області,Кулініченко Г.В.
2166164,Ухвала,15.10.2007,,Цивільне,22ц-2032/2007,Апеляційний суд Київської області,Червінко К.С.
4008258,Вирок,15.10.2007,,Кримінальне,1-333\07,Ірпінський міський суд Київської області,
6174477,Ухвала,15.10.2007,,Цивільне,2-72/2007,Фастівський міськрайонний суд Київської області,Борисова Л.Б.
2713616,Ухвала,15.10.2007,,Цивільне,22ц-2766/07,Апеляційний суд Київської області,Корзаченко І.Ф.
1089165,Ухвала,15.10.2007,,Господарське,02-03/,Господарський суд Київської області,Подоляк Ю.В.
1172456,Ухвала,15.10.2007,,Господарське,а6/510-07,Господарський суд Київської області,Маляренко А.В.
12277695,Постанова,15.10.2007,,Адміністративне,2а-654/2007,Баришівський районний суд Київської області,Лисюк О.Д.
12277697,Постанова,15.10.2007,,Адміністративне,2а-838/2007,Баришівський районний суд Київської області,Лисюк О.Д.
12277698,Постанова,15.10.2007,,Адміністративне,2а-665/2007,Баришівський районний суд Київської області,Лисюк О.Д.
12278015,Постанова,15.10.2007,,Адміністративне,2а-420/2007,Баришівський районний суд Київської області,Лисюк О.Д.
12278017,Постанова,15.10.2007,,Адміністративне,2а-636/2007,Баришівський районний суд Київської області,Лисюк О.Д.
12278018,Постанова,15.10.2007,,Адміністративне,2а-424/2007,Баришівський районний суд Київської області,Лисюк О.Д.
